1660144	1660144	1664422	2	1.000000	2.998255	0
1769930	1769930	1773531	2	1.000000	2.445128	0
2341183	2341183	2344664	2	1.000000	2.909788	0
3183447	3183447	3185888	2	1.000000	3.374901	0
4722235	4722235	4724195	2	1.000000	3.079339	0
5563475	5563475	5565725	2	1.000000	2.766295	0
9091628	9091628	9096153	2	1.000000	3.321103	1
10554719	10554719	10559411	2	1.000000	3.179526	1
10864436	10864436	10868376	2	1.000000	2.430117	0
11542510	11542510	11544037	2	1.000000	2.385797	0
11665484	11665484	11669808	2	1.000000	3.386881	1
11709065	11709065	11711990	2	1.000000	2.646353	0
11778286	11778286	11780741	2	1.000000	2.071500	0
11912329	11912329	11913854	2	1.000000	2.421583	0
12220021	12220021	12235876	6	1.000000	2.789883	1
12880811	12880811	12883825	2	1.000000	2.595128	0
12939767	12939767	12940889	2	1.000000	3.412343	1
13561270	13561270	13562026	2	0.666667	2.477569	0
13624971	13624971	13631089	2	1.000000	2.205495	0
14647375	14647375	14648620	2	1.000000	2.501615	0
14865461	14865461	14869053	2	1.000000	4.138940	0
14987323	14987323	14988440	2	1.000000	4.053434	1
15077574	15077574	15085499	4	1.000000	3.149348	1
16224295	16224295	16228055	2	1.000000	2.237865	0
16230964	16230964	16234797	2	1.000000	1.941810	0
16512518	16512518	16514297	2	1.000000	2.818031	1
16609656	16609656	16611539	2	1.000000	3.379151	0
16626168	16626168	16632179	2	1.000000	2.731150	0
17002466	17002466	17007661	2	1.000000	3.109732	0
17840536	17840536	17847704	4	1.000000	2.180254	0
17888393	17888393	17896191	2	1.000000	2.662237	0
18054149	18054149	18055793	2	1.000000	2.430480	0
18085867	18085867	18087806	2	1.000000	2.539406	0
18096146	18096146	18098714	2	1.000000	3.213524	0
18172947	18172947	18175364	2	1.000000	2.502670	0
18259324	18259324	18262260	2	1.000000	3.187399	0
18431282	18431282	18434263	2	1.000000	2.429274	0
19850189	19850189	19852462	2	1.000000	3.083128	0
19974620	19974620	19977365	2	1.000000	3.998247	2
20387488	20387488	20392036	2	1.000000	2.072183	0
21316886	21316886	21319499	2	1.000000	3.247089	1
21467650	21467650	21471511	2	1.000000	2.792451	0
21537780	21537780	21540636	2	1.000000	3.049040	0
905998	905998	908840	2	1.000000	2.735168	1
1940651	1940651	1941296	2	1.000000	2.704221	0
2331966	2331966	2332469	2	1.000000	3.696587	1
4820294	4820294	4823009	2	1.000000	2.783190	0
5389861	5389861	5390737	2	1.000000	2.349779	0
6454079	6454079	6455702	2	1.000000	2.784019	0
7608080	7608080	7611709	4	1.000000	2.338277	0
8501773	8501773	8504938	2	1.000000	2.043442	0
8510189	8510189	8512789	2	1.000000	3.062387	1
9361192	9361192	9363361	2	1.000000	4.267338	1
9382936	9382936	9386911	2	1.000000	3.613158	1
9730006	9730006	9732266	2	1.000000	3.405179	2
10348364	10348364	10351246	2	1.000000	4.419300	2
10742025	10742025	10745708	2	1.000000	2.174188	0
11056426	11056426	11059528	2	1.000000	2.633966	0
11625345	11625345	11628097	2	1.000000	3.578832	1
12284504	12284504	12289118	2	1.000000	3.253123	0
13341573	13341573	13346437	2	1.000000	3.501169	0
13734877	13734877	13735629	2	1.000000	3.632577	1
14584207	14584207	14586454	2	1.000000	2.781968	0
14710502	14710502	14713009	2	1.000000	3.239076	1
14957218	14957218	14958869	2	1.000000	2.983147	0
15163971	15163971	15166254	2	1.000000	3.212129	1
18005262	18005262	18010578	2	1.000000	2.487831	0
18319096	18319096	18323029	2	1.000000	3.988746	2
18896725	18896725	18902173	2	1.000000	3.261508	0
19535636	19535636	19544163	2	1.000000	4.104159	1
19546825	19546825	19549231	2	1.000000	2.540100	0
19620590	19620590	19624014	2	1.000000	3.313602	0
20389012	20389012	20391888	2	1.000000	3.894859	1
20513212	20513212	20516859	2	1.000000	2.237955	0
20722910	20722910	20725530	2	1.000000	2.347454	0
21102774	21102774	21112284	2	1.000000	2.776106	0
21231113	21231113	21234589	2	1.000000	2.133052	0
21271454	21271454	21274126	2	1.000000	3.320529	1
21412741	21412741	21418181	4	1.000000	2.665989	1
21995075	21995075	21999093	2	1.000000	2.189895	0
22043630	22043630	22048190	2	1.000000	3.490799	0
25205495	25205495	25208987	2	1.000000	3.387794	1
2330931	2330931	2340004	4	1.000000	2.545905	0
2516175	2516175	2522449	2	1.000000	2.740522	0
2706785	2706785	2710378	2	1.000000	2.082018	0
3000642	3000642	3003573	2	1.000000	2.111565	0
5527054	5527054	5529300	2	1.000000	2.593077	0
5679909	5679909	5685229	2	1.000000	2.508884	0
6942721	6942721	6945090	2	1.000000	3.406480	1
7188293	7188293	7197120	4	1.000000	3.399472	1
7297376	7297376	7301332	2	1.000000	3.291705	0
7917063	7917063	7919112	4	1.000000	3.899381	2
8918702	8918702	8924856	2	1.000000	2.972756	1
9178870	9178870	9185523	2	1.000000	3.859310	1
10128217	10128217	10131938	2	1.000000	4.070214	1
10527086	10527086	10531537	2	1.000000	5.203891	1
11505106	11505106	11506201	2	1.000000	2.483674	0
11568526	11568526	11570685	2	1.000000	3.458098	1
12984496	12984496	12990166	4	1.000000	2.417765	1
13558305	13558305	13563906	2	1.000000	3.782678	1
13572303	13572303	13574149	2	1.000000	2.116714	0
13579253	13579253	13582533	2	1.000000	3.624439	1
13657219	13657219	13660560	2	1.000000	2.195697	0
13806048	13806048	13806819	2	0.666667	2.236574	0
13818904	13818904	13822578	4	1.000000	2.748828	1
15395182	15395182	15397194	2	1.000000	1.973439	0
15614380	15614380	15617347	2	1.000000	2.291337	0
15906590	15906590	15913223	2	1.000000	2.184958	0
16220003	16220003	16222022	2	1.000000	2.789092	0
16548618	16548618	16550341	2	1.000000	2.760284	0
17134958	17134958	17140882	2	1.000000	2.179813	0
17707053	17707053	17710461	2	1.000000	3.179018	1
18338912	18338912	18339451	2	0.666667	3.414287	1
18633570	18633570	18635338	2	1.000000	2.587932	0
18778054	18778054	18779149	2	1.000000	2.443745	0
19072705	19072705	19074763	2	1.000000	2.803983	1
19350880	19350880	19353783	2	1.000000	2.080874	0
19853306	19853306	19854551	2	1.000000	3.475491	0
20756421	20756421	20763276	2	1.000000	2.893863	0
20825124	20825124	20829293	2	1.000000	2.572956	0
20890872	20890872	20893565	2	1.000000	2.185075	0
21307661	21307661	21308432	2	0.666667	2.625575	0
24461211	24461211	24464611	2	1.000000	2.570874	0
354408	354408	355671	2	1.000000	2.538597	0
400748	400748	402543	2	1.000000	3.852650	1
2154417	2154417	2156035	2	1.000000	2.674355	0
4760236	4760236	4764974	2	1.000000	3.411718	0
5961406	5961406	5964019	2	1.000000	3.552700	0
6795458	6795458	6799077	2	1.000000	2.586178	0
7681698	7681698	7684799	2	1.000000	1.908582	0
7773127	7773127	7779132	2	1.000000	2.814729	1
8077104	8077104	8079709	2	1.000000	2.362005	0
9103791	9103791	9114915	4	1.000000	3.425095	2
9298126	9298126	9302089	2	1.000000	2.597564	0
11060158	11060158	11062255	2	1.000000	2.344862	0
11522641	11522641	11528664	2	1.000000	2.132849	0
11914656	11914656	11919704	2	1.000000	2.072554	0
12920583	12920583	12921722	2	1.000000	3.093956	1
13244365	13244365	13246011	2	1.000000	2.207244	0
14369206	14369206	14374354	2	1.000000	4.097203	1
14548301	14548301	14552162	2	1.000000	2.675625	1
14833591	14833591	14839422	2	1.000000	2.555354	0
14910003	14910003	14912238	2	1.000000	2.267010	0
16162152	16162152	16163859	2	1.000000	2.348634	0
18111166	18111166	18113650	2	1.000000	2.855313	0
19567680	19567680	19569336	2	1.000000	3.930182	1
19725305	19725305	19729424	2	1.000000	2.409642	0
20049840	20049840	20051703	2	1.000000	1.950138	0
20702011	20702011	20704625	2	1.000000	2.147797	0
20884518	20884518	20886518	2	1.000000	3.850692	0
21325262	21325262	21327764	2	1.000000	3.108183	1
22108536	22108536	22113002	2	1.000000	1.858623	0
22499444	22499444	22502165	2	1.000000	2.887703	0
22668895	22668895	22671860	2	1.000000	3.290937	1
22881939	22881939	22883324	2	1.000000	4.197359	2
25514416	25514416	25520874	2	1.000000	2.401385	0
26206083	26206083	26207451	2	1.000000	2.434338	0
26769057	26769057	26773652	2	1.000000	3.874332	1
29424881	29424881	29429377	2	1.000000	4.669522	1
30330073	30330073	30332637	2	1.000000	3.859716	1
31362930	31362930	31366830	2	1.000000	2.747392	0
1052873	1052873	1056003	2	1.000000	2.348849	0
2753010	2753010	2755515	2	1.000000	2.095685	0
3028713	3028713	3031775	2	1.000000	2.651458	0
3738834	3738834	3746119	2	1.000000	3.330065	0
4563122	4563122	4563581	2	0.500000	5.358607	1
5552647	5552647	5554781	2	1.000000	4.170457	1
8410642	8410642	8415419	2	1.000000	3.228957	1
9010180	9010180	9014940	2	1.000000	2.774389	0
10451569	10451569	10452327	2	1.000000	1.747707	0
10729525	10729525	10733527	2	1.000000	3.864927	1
11377287	11377287	11380880	2	1.000000	2.156524	0
12125340	12125340	12129002	2	1.000000	2.161552	0
12166881	12166881	12171472	2	1.000000	2.499250	0
12933533	12933533	12935886	2	1.000000	2.889027	1
13464716	13464716	13465414	2	1.000000	3.147358	1
14532600	14532600	14535457	2	1.000000	2.082354	0
16993240	16993240	16997239	2	1.000000	2.999182	0
18711904	18711904	18714372	2	1.000000	2.395878	0
19359513	19359513	19365236	2	1.000000	3.116972	1
20063517	20063517	20066886	2	1.000000	3.090098	0
20882685	20882685	20887261	2	1.000000	2.235150	0
20957782	20957782	20960282	2	1.000000	2.313234	0
21463463	21463463	21464437	2	1.000000	2.742642	0
21650892	21650892	21651768	2	1.000000	2.802878	0
19187	19187	22227	2	1.000000	2.588925	0
