17450	17450	21359	6	1.000000	3.888205	5
66423	66423	67818	2	1.000000	2.546664	2
71991	71991	76558	4	1.000000	2.635863	4
93378	93378	95515	4	1.000000	2.727970	4
95762	95762	96492	2	0.666667	2.039309	2
98317	98317	99667	4	1.000000	1.765455	2
128082	128082	129234	2	1.000000	2.764402	2
153859	153859	159412	14	1.000000	3.293462	14
162541	162541	165173	2	1.000000	2.203177	2
174384	174384	180712	10	1.000000	2.707416	7
184870	184870	185704	2	1.000000	2.170039	2
218515	218515	223187	4	1.000000	2.657696	3
244817	244817	246651	2	1.000000	2.581034	2
284481	284481	287194	4	1.000000	1.780104	3
341610	341610	342612	2	1.000000	1.495494	0
412876	412876	413635	2	1.000000	2.454228	1
415203	415203	416303	2	1.000000	1.423234	0
429799	429799	431968	8	1.000000	4.186476	8
454248	454248	456138	2	1.000000	1.853537	1
548926	548926	550158	2	1.000000	2.193769	1
827215	827215	827854	2	1.000000	1.561627	0
839897	839897	840684	2	1.000000	2.414131	1
849931	849931	850538	2	1.000000	2.590091	2
865263	865263	866255	2	1.000000	2.304831	2
961779	961779	963822	2	1.000000	2.361434	2
971691	971691	975671	2	1.000000	2.587682	2
1005638	1005638	1007530	4	1.000000	1.616377	2
1054278	1054278	1056004	6	1.000000	2.889476	5
1058318	1058318	1059963	2	1.000000	1.656522	0
1062042	1062042	1063912	4	1.000000	2.606955	4
1066997	1066997	1069346	4	1.000000	1.465648	0
1235573	1235573	1236711	2	1.000000	1.689239	1
1243874	1243874	1248457	4	1.000000	2.091626	3
1250770	1250770	1257250	10	1.000000	2.805777	10
1272898	1272898	1274225	2	1.000000	1.447579	1
1389584	1389584	1391298	2	1.000000	2.185734	2
1394397	1394397	1397198	4	1.000000	2.159060	2
1403987	1403987	1405382	4	1.000000	2.046401	2
1419401	1419401	1420669	4	1.000000	2.534797	4
1427775	1427775	1431909	6	1.000000	1.771697	3
1434265	1434265	1441334	14	1.000000	1.884728	11
1460766	1460766	1462063	4	1.000000	2.214585	2
1465660	1465660	1470035	8	1.000000	2.062357	8
1471893	1471893	1476640	6	1.000000	2.122235	5
1644525	1644525	1651734	8	1.000000	2.345860	6
1667630	1667630	1671071	10	1.000000	2.829469	10
1687120	1687120	1688249	2	1.000000	1.677102	2
1727558	1727558	1728462	2	1.000000	2.137160	2
1885491	1885491	1886435	2	1.000000	1.927100	1
1947546	1947546	1950512	6	1.000000	2.619867	6
1953178	1953178	1954375	2	1.000000	2.329794	1
1961005	1961005	1974362	24	1.000000	2.618727	23
2161261	2161261	2162272	4	1.000000	1.949671	3
2195521	2195521	2197046	2	1.000000	2.674178	2
2219916	2219916	2222294	2	1.000000	1.531863	1
2362836	2362836	2365681	4	1.000000	2.105246	4
2381318	2381318	2383495	6	1.000000	2.685224	5
2386215	2386215	2394503	10	1.000000	2.139270	8
2576191	2576191	2578197	6	1.000000	3.632408	6
2636132	2636132	2639439	4	1.000000	1.958060	4
2692975	2692975	2695855	4	1.000000	2.401805	3
2750205	2750205	2752616	4	1.000000	2.392874	4
2752701	2752701	2756864	6	1.000000	2.479492	5
2765376	2765376	2766752	4	1.000000	2.804281	4
2769487	2769487	2770564	4	1.000000	3.327058	4
2884472	2884472	2888751	6	1.000000	2.575758	6
2891230	2891230	2898982	8	1.000000	2.522635	7
2999302	2999302	3000289	2	1.000000	2.102168	2
3038696	3038696	3039501	2	1.000000	2.205700	1
3151946	3151946	3153338	2	1.000000	1.710466	2
3423607	3423607	3424972	2	1.000000	1.984895	2
3449917	3449917	3450445	2	1.000000	2.853132	2
3602046	3602046	3603396	2	1.000000	2.288242	2
3655415	3655415	3659779	8	1.000000	2.944126	8
3672454	3672454	3674997	4	1.000000	1.870747	3
3681376	3681376	3685945	4	1.000000	1.839272	3
3712345	3712345	3712889	2	1.000000	2.474752	2
3804748	3804748	3807065	4	1.000000	3.359631	4
3815895	3815895	3819393	4	1.000000	2.517560	3
3825187	3825187	3826062	2	1.000000	1.581810	0
3839670	3839670	3842232	4	1.000000	2.079557	3
3843881	3843881	3845318	2	1.000000	1.960554	2
3871296	3871296	3872026	2	0.500000	2.433507	1
3973642	3973642	3982252	6	1.000000	1.897895	5
4119094	4119094	4120962	4	1.000000	2.074174	4
4130598	4130598	4133253	8	1.000000	2.632599	7
4255166	4255166	4255678	2	1.000000	1.548697	1
4325015	4325015	4326580	2	1.000000	2.269388	1
